Week_Number,Product_ID,Store_ID,Units_Sold,Marketing_Spend,Discount_Percent,Wastage_Units,Price
2024-W24,1023,506,800,163.89,5,80,3.37
2024-W24,1024,506,1950,225.28,5,78,0.76
2024-W24,1025,506,1197,108.91,0,81,1.4
2024-W24,1026,506,2118,247.7,5,84,0.89
2024-W24,1027,506,1341,211.25,25,53,3.04
2024-W24,1028,506,1372,130.31,0,54,2.34
2024-W24,1029,506,1217,334.91,0,48,2.04
2024-W24,1030,506,1354,249.18,0,81,2.87
2024-W24,1031,506,1640,231.42,0,72,2.77
2024-W24,1032,506,1838,299.78,0,124,1.13
2024-W24,1033,506,1810,238.68,0,94,2.99
2024-W24,1034,506,2421,268.07,0,145,1.87
2024-W24,1035,506,1143,377.57,5,45,2.58
2024-W24,1036,506,666,692.42,0,16,4.01
2024-W24,1037,506,661,627.34,0,16,3.8
2024-W24,1038,506,619,479.69,10,15,6.51
2024-W24,1039,506,1233,217.14,0,30,5.56
2024-W24,1040,506,625,315.29,5,15,4.65
2024-W24,1041,506,1590,337.83,15,39,3.68
2024-W24,1042,506,1038,793.48,0,25,1.01
2024-W24,1043,506,594,446.52,0,14,2.4
2024-W24,1044,506,749,701.69,0,18,1.49
2024-W24,1045,506,617,482.98,0,15,3.71
2024-W24,1046,506,701,735.53,0,17,1.16
2024-W24,1047,506,624,260.88,0,15,3.01
2024-W24,1000,507,1411,307.93,5,208,1.31
2024-W24,1001,507,2243,628.49,20,336,2.88
2024-W24,1002,507,1485,244.59,0,222,1.73
2024-W24,1003,507,2155,295.69,15,318,2.67
2024-W24,1004,507,1694,456.49,10,250,3.36
2024-W24,1005,507,1257,634.75,20,186,1.11
2024-W24,1006,507,2022,614.85,15,303,2.05
2024-W24,1007,507,1421,602.91,0,198,1.39
2024-W24,1008,507,2274,541.3,20,336,2.6
2024-W24,1009,507,2261,701.18,0,339,3.07
2024-W24,1010,507,1659,576.58,0,232,2.47
2024-W24,1011,507,1136,422.18,0,170,1.01
2024-W24,1012,507,1030,169.44,15,108,8.43
2024-W24,1013,507,588,252.34,0,49,6.41
2024-W24,1014,507,688,158.46,0,72,7.13
2024-W24,1015,507,423,291.79,5,38,4.75
2024-W24,1016,507,637,292.15,0,57,6.46
2024-W24,1017,507,812,249.54,0,73,10.61
2024-W24,1018,507,692,287.08,0,65,9.96
2024-W24,1019,507,607,357.09,0,57,3.61
2024-W24,1020,507,759,165.39,5,64,5.43
2024-W24,1021,507,568,103.12,5,56,8.21
2024-W24,1022,507,671,301.91,0,70,9.23
2024-W24,1023,507,543,260.76,0,54,10.56
2024-W24,1024,507,1696,163.22,0,67,1.87
2024-W24,1025,507,2521,146.58,0,171,1.97
2024-W24,1026,507,2237,152.04,0,89,3.91
2024-W24,1027,507,1561,366.04,0,62,3.39
2024-W24,1028,507,1881,394.71,15,75,3.16
2024-W24,1029,507,2629,215.62,0,105,3.17
2024-W24,1030,507,2701,112.47,0,162,1.95
2024-W24,1031,507,1161,220.46,0,51,2.13
2024-W24,1032,507,1917,166.84,0,130,1.49
2024-W24,1033,507,1817,363.01,0,94,3.44
2024-W24,1034,507,1553,117.96,5,93,4.35
2024-W24,1035,507,1958,333.96,0,78,3.98
2024-W24,1036,507,1018,461.06,5,25,6.62
2024-W24,1037,507,1016,602.65,0,25,7.65
2024-W24,1038,507,997,205.25,0,24,4.6
2024-W24,1039,507,1018,290.94,0,25,4.4
2024-W24,1040,507,619,466.55,5,15,7.6
2024-W24,1041,507,917,711.31,5,22,4.54
2024-W24,1042,507,877,327.07,10,21,4.06
2024-W24,1043,507,1014,781.46,0,25,2.18
2024-W24,1044,507,735,369.01,0,18,6.09
2024-W24,1045,507,1413,583.1,0,35,1.53
2024-W24,1046,507,749,413.38,0,18,4.06
2024-W24,1047,507,1203,635.77,5,30,4.89
2024-W24,1000,508,1916,630.11,0,283,1.63
2024-W24,1001,508,959,438.12,0,143,2.16
2024-W24,1002,508,1006,502.76,0,150,3.26
2024-W24,1003,508,1831,423.3,10,270,1.84
2024-W24,1004,508,1422,539.04,0,210,3.4
2024-W24,1005,508,1636,355.5,0,242,1.94
2024-W24,1006,508,1969,572.41,10,295,2.67
2024-W24,1007,508,2342,331.69,0,327,1.75
2024-W24,1008,508,1100,563.01,0,162,1.01
2024-W24,1009,508,1581,519.9,5,237,3.6
2024-W24,1010,508,1061,315.01,0,148,3.96
2024-W24,1011,508,1531,568.03,0,229,1.98
2024-W24,1012,508,734,288.72,0,77,6.65
2024-W24,1013,508,898,107.63,0,76,4.33
2024-W24,1014,508,1219,365.24,0,127,6.75
2024-W24,1015,508,651,324.45,15,58,8.33
2024-W24,1016,508,956,204.58,0,86,4.32
2024-W24,1017,508,554,357.86,0,49,7.83
2024-W24,1018,508,536,212.14,0,50,7.43
2024-W24,1019,508,934,246.2,0,88,8.0
2024-W24,1020,508,1206,270.43,5,102,7.0
2024-W24,1021,508,823,241.37,0,82,11.6
2024-W24,1022,508,410,167.28,0,43,7.7
2024-W24,1023,508,620,355.96,0,62,6.42
2024-W24,1024,508,1368,124.0,0,54,4.08
2024-W24,1025,508,2831,309.27,0,192,3.83
2024-W24,1026,508,2195,396.94,0,87,2.91
2024-W24,1027,508,1893,177.78,0,75,1.88
2024-W24,1028,508,3082,394.64,5,123,1.61
2024-W24,1029,508,1678,251.99,0,67,2.41
2024-W24,1030,508,2469,194.12,0,148,3.18
2024-W24,1031,508,2653,196.51,0,116,4.68
2024-W24,1032,508,2846,211.26,0,193,4.98
2024-W24,1033,508,1786,323.08,0,92,3.51
2024-W24,1034,508,2669,131.32,0,160,1.16
2024-W24,1035,508,1652,254.9,0,66,3.44
2024-W24,1036,508,952,602.95,0,23,1.44
2024-W24,1037,508,991,408.44,0,24,4.15
2024-W24,1038,508,1055,392.61,0,26,3.35
2024-W24,1039,508,1157,365.3,5,28,2.41
2024-W24,1040,508,1390,587.66,20,34,5.62
2024-W24,1041,508,1136,621.46,0,28,2.66
2024-W24,1042,508,911,340.7,0,22,2.41
2024-W24,1043,508,1271,539.57,0,31,1.48
2024-W24,1044,508,1236,463.14,0,30,5.49
2024-W24,1045,508,1475,424.53,0,36,0.79
2024-W24,1046,508,846,522.42,0,21,1.62
2024-W24,1047,508,1551,787.89,5,38,5.13
2024-W24,1000,509,2579,773.48,0,381,2.03
2024-W24,1001,509,3117,613.84,15,467,3.28
2024-W24,1002,509,1580,624.77,0,237,1.21
2024-W24,1003,509,1889,520.97,0,279,3.37
2024-W24,1004,509,3504,365.67,0,518,2.91
2024-W24,1005,509,2204,790.28,0,326,2.25
2024-W24,1006,509,2416,586.11,5,362,1.75
2024-W24,1007,509,2640,362.13,0,369,1.85
2024-W24,1008,509,3255,397.96,0,481,2.18
2024-W24,1009,509,2347,418.69,0,352,1.08
2024-W24,1010,509,3923,327.28,0,549,3.02
2024-W24,1011,509,3514,625.22,0,527,3.39
2024-W24,1012,509,1229,335.47,5,129,11.08
2024-W24,1013,509,966,177.2,0,82,4.87
2024-W24,1014,509,1432,257.83,5,150,5.33
2024-W24,1015,509,1044,247.67,0,93,5.31
2024-W24,1016,509,2566,376.45,0,230,11.55
2024-W24,1017,509,1758,292.18,0,158,3.54
2024-W24,1018,509,1253,125.73,25,119,4.14
2024-W24,1019,509,1527,282.68,0,145,9.03
2024-W24,1020,509,1906,227.4,0,162,9.27
2024-W24,1021,509,1414,144.77,0,141,8.09
2024-W24,1022,509,2907,179.86,25,305,3.72
2024-W24,1023,509,891,230.13,0,89,8.69
2024-W24,1024,509,3252,141.28,5,130,3.31
2024-W24,1025,509,4357,277.8,0,296,4.06
2024-W24,1026,509,3019,111.93,0,120,1.23
2024-W24,1027,509,4218,355.19,0,168,3.23
2024-W24,1028,509,5507,219.67,0,220,4.05
2024-W24,1029,509,3102,106.53,10,124,0.83
2024-W24,1030,509,2967,191.69,0,178,2.3
2024-W24,1031,509,3163,193.34,0,139,4.92
2024-W24,1032,509,2863,101.98,20,194,1.22
2024-W24,1033,509,5170,118.43,15,268,1.79
2024-W24,1034,509,2987,311.1,0,179,2.16
2024-W24,1035,509,5383,240.81,0,215,1.66
2024-W24,1036,509,1207,710.23,0,30,6.57
2024-W24,1037,509,2645,720.58,0,66,3.92
2024-W24,1038,509,2008,534.89,0,50,5.13
2024-W24,1039,509,1381,664.29,0,34,6.49
2024-W24,1040,509,2256,373.05,0,56,5.02
2024-W24,1041,509,1436,275.29,10,35,6.36
2024-W24,1042,509,2578,614.08,10,64,5.66
2024-W24,1043,509,1573,359.94,0,39,1.8
2024-W24,1044,509,2579,202.43,20,64,1.69
2024-W24,1045,509,2518,635.32,0,62,5.25
2024-W24,1046,509,1130,677.83,0,28,3.75
2024-W24,1047,509,999,328.16,0,24,4.63
2024-W24,1000,510,1324,324.4,0,195,3.29
2024-W24,1001,510,1383,470.67,15,207,1.88
2024-W24,1002,510,1757,217.59,10,263,3.11
2024-W24,1003,510,954,614.31,0,141,1.77
2024-W24,1004,510,860,259.72,0,127,3.18
2024-W24,1005,510,632,544.15,0,93,1.26
2024-W24,1006,510,2054,796.69,25,308,1.94
2024-W24,1007,510,2170,659.28,10,303,2.39
2024-W24,1008,510,822,555.38,0,121,1.57
2024-W24,1009,510,1063,464.17,0,159,2.05
2024-W24,1010,510,891,222.96,5,124,1.88
2024-W24,1011,510,766,781.57,0,114,3.84
2024-W24,1012,510,1039,275.53,0,109,5.42
2024-W24,1013,510,405,187.04,0,34,4.23
2024-W24,1014,510,832,325.42,20,87,5.33
2024-W24,1015,510,331,358.07,0,29,10.62
2024-W24,1016,510,480,275.02,0,43,9.03
2024-W24,1017,510,910,240.38,15,81,6.78
2024-W24,1018,510,700,277.02,10,66,10.04
2024-W24,1019,510,989,341.13,0,93,6.29
2024-W24,1020,510,636,399.78,0,54,5.74
2024-W24,1021,510,442,343.16,0,44,8.69
2024-W24,1022,510,501,268.0,0,52,4.11
2024-W24,1023,510,657,172.5,0,65,6.29
2024-W24,1024,510,1599,176.52,20,63,3.76
2024-W24,1025,510,2333,204.63,0,158,3.8
2024-W24,1026,510,1358,282.91,0,54,1.76
2024-W24,1027,510,1278,167.85,0,51,4.03
2024-W24,1028,510,1274,238.31,0,50,2.56
2024-W24,1029,510,1018,261.41,0,40,1.7
2024-W24,1030,510,1881,318.97,0,112,3.22
2024-W24,1031,510,1759,286.36,0,77,4.41
2024-W24,1032,510,2511,201.73,0,170,2.9
2024-W24,1033,510,1461,372.9,0,75,3.73
2024-W24,1034,510,1270,258.48,0,76,4.38
2024-W24,1035,510,1529,381.36,0,61,3.61
2024-W24,1036,510,982,738.84,0,24,2.95
2024-W24,1037,510,1163,547.73,0,29,1.41
2024-W24,1038,510,770,645.8,0,19,5.63
2024-W24,1039,510,1000,324.47,0,25,5.67
2024-W24,1040,510,777,618.37,15,19,4.7
2024-W24,1041,510,549,440.93,10,13,3.29
2024-W24,1042,510,926,701.69,0,23,3.7
2024-W24,1043,510,1012,636.13,0,25,1.5
2024-W24,1044,510,548,421.37,0,13,6.1
2024-W24,1045,510,947,540.74,0,23,3.03
2024-W24,1046,510,888,259.75,0,22,6.02
2024-W24,1047,510,747,223.4,5,18,7.31
2024-W24,1000,511,949,321.01,5,140,2.75
2024-W24,1001,511,1896,564.26,15,284,3.19
2024-W24,1002,511,1087,280.89,15,163,1.34
2024-W24,1003,511,1391,405.94,0,205,2.84
2024-W24,1004,511,1378,499.86,0,203,2.11
2024-W24,1005,511,1018,720.92,20,150,2.89
2024-W24,1006,511,988,265.71,5,148,1.38
2024-W24,1007,511,1874,686.79,0,262,2.47
2024-W24,1008,511,652,786.94,0,96,2.11
2024-W24,1009,511,2123,732.74,10,318,1.02
2024-W24,1010,511,1465,637.9,0,205,1.84
2024-W24,1011,511,1224,420.8,0,183,2.06
2024-W24,1012,511,860,272.08,10,90,9.57
2024-W24,1013,511,812,152.49,0,69,8.04
2024-W24,1014,511,387,164.68,5,40,9.62
2024-W24,1015,511,1088,310.73,15,97,7.58
2024-W24,1016,511,713,259.82,0,64,9.78
2024-W24,1017,511,414,224.0,0,37,7.69
2024-W24,1018,511,324,155.04,0,30,4.17
2024-W24,1019,511,435,271.32,0,41,6.06
2024-W24,1020,511,586,256.92,0,49,5.86
2024-W24,1021,511,637,241.53,0,63,7.87
2024-W24,1022,511,778,131.45,0,81,5.9
2024-W24,1023,511,708,382.89,0,70,4.15
2024-W24,1024,511,1529,195.8,0,61,1.58
2024-W24,1025,511,1796,252.98,0,122,1.56
2024-W24,1026,511,2047,396.31,0,81,1.49
2024-W24,1027,511,1412,372.7,0,56,4.1
2024-W24,1028,511,1500,154.77,5,60,3.95
2024-W24,1029,511,1223,218.16,0,48,4.32
2024-W24,1030,511,2535,238.21,0,152,4.94
2024-W24,1031,511,1918,120.98,0,84,1.58
2024-W24,1032,511,2304,158.0,0,156,4.18
2024-W24,1033,511,1332,266.03,5,69,1.0
2024-W24,1034,511,1543,343.33,0,92,3.82
2024-W24,1035,511,1210,324.67,0,48,4.53
2024-W24,1036,511,1191,400.04,15,29,1.26
2024-W24,1037,511,1267,217.16,5,31,6.99
2024-W24,1038,511,1156,641.74,5,28,1.21
2024-W24,1039,511,399,349.18,0,9,7.38
2024-W24,1040,511,798,456.93,0,19,5.45
2024-W24,1041,511,1018,655.43,5,25,5.29
2024-W24,1042,511,908,294.49,20,22,2.43
2024-W24,1043,511,1182,512.57,0,29,5.0
2024-W24,1044,511,1001,375.0,0,25,6.45
2024-W24,1045,511,1007,659.36,0,25,1.0
2024-W24,1046,511,899,517.79,0,22,3.86
2024-W24,1047,511,1074,709.94,0,26,5.35
2024-W24,1000,512,3110,373.87,0,460,1.69
2024-W24,1001,512,3167,281.24,0,475,3.83
2024-W24,1002,512,1082,448.67,0,162,3.84
2024-W24,1003,512,2074,636.06,0,306,2.63
2024-W24,1004,512,1731,719.69,0,256,2.85
2024-W24,1005,512,1995,580.03,0,295,1.65
2024-W24,1006,512,1957,640.84,0,293,1.41
2024-W24,1007,512,1633,711.18,0,228,1.49
2024-W24,1008,512,1276,655.92,0,188,3.53
2024-W24,1009,512,1462,567.37,10,219,2.13
2024-W24,1010,512,1577,638.8,0,220,3.57
2024-W24,1011,512,1356,202.77,0,203,2.57
2024-W24,1012,512,673,244.86,0,70,7.91
2024-W24,1013,512,657,234.35,0,55,3.4
2024-W24,1014,512,770,298.12,5,80,6.15
2024-W24,1015,512,908,211.88,0,81,9.85
2024-W24,1016,512,1026,157.95,0,92,9.29
2024-W24,1017,512,903,109.81,0,81,10.13
2024-W24,1018,512,992,335.17,0,94,8.98
2024-W24,1019,512,1212,379.93,0,115,4.03
2024-W24,1020,512,1122,138.55,0,95,6.44
2024-W24,1021,512,941,148.61,0,94,9.47
2024-W24,1022,512,1182,331.73,15,124,2.72
2024-W24,1023,512,441,359.81,0,44,3.04
2024-W24,1024,512,1316,241.41,0,52,2.75
2024-W24,1025,512,3096,264.15,0,210,1.98
2024-W24,1026,512,3273,287.63,0,130,1.3
2024-W24,1027,512,1713,159.17,0,68,2.32
2024-W24,1028,512,2081,134.06,15,83,0.9
2024-W24,1029,512,2667,398.33,20,106,3.26
2024-W24,1030,512,3216,225.54,15,192,3.12
2024-W24,1031,512,3042,167.21,0,133,3.17
2024-W24,1032,512,2225,308.12,0,151,1.36
2024-W24,1033,512,3263,141.67,15,169,1.89
2024-W24,1034,512,3864,264.04,5,231,4.53
2024-W24,1035,512,2030,213.99,0,81,4.25
2024-W24,1036,512,1132,748.98,0,28,3.49
2024-W24,1037,512,1417,538.66,0,35,7.3
2024-W24,1038,512,1046,663.2,0,26,2.55
2024-W24,1039,512,760,376.03,0,19,7.09
2024-W24,1040,512,1050,676.0,0,26,6.58
2024-W24,1041,512,953,662.89,20,23,3.48
2024-W24,1042,512,1054,796.42,0,26,1.61
2024-W24,1043,512,1054,642.46,0,26,0.91
2024-W24,1044,512,1896,264.28,5,47,2.51
2024-W24,1045,512,1264,501.0,0,31,4.99
2024-W24,1046,512,1250,736.61,0,31,6.14
2024-W24,1047,512,883,653.54,0,22,5.27
2024-W24,1000,513,1355,267.35,0,200,1.02
2024-W24,1001,513,935,439.46,0,140,3.37
2024-W24,1002,513,1423,487.98,0,213,3.4
2024-W24,1003,513,2136,747.31,0,316,1.51
2024-W24,1004,513,1486,654.02,0,219,3.06
2024-W24,1005,513,1711,412.55,0,253,3.76
2024-W24,1006,513,2050,386.91,0,307,3.06
2024-W24,1007,513,912,688.84,0,127,2.26
2024-W24,1008,513,1261,374.79,20,186,2.01
2024-W24,1009,513,872,595.81,0,130,3.7
2024-W24,1010,513,2496,673.91,5,349,2.55
2024-W24,1011,513,1070,351.28,0,160,3.98
2024-W24,1012,513,370,128.48,0,38,8.54
2024-W24,1013,513,1107,225.26,20,94,2.78
2024-W24,1014,513,1202,347.01,0,126,9.17
2024-W24,1015,513,739,134.23,0,66,10.11
2024-W24,1016,513,503,389.4,0,45,3.1
2024-W24,1017,513,555,128.51,0,49,6.94
2024-W24,1018,513,955,247.72,0,90,11.62
2024-W24,1019,513,777,252.31,0,73,5.53
2024-W24,1020,513,726,282.21,0,61,10.4
2024-W24,1021,513,503,395.32,15,50,9.82
2024-W24,1022,513,750,208.86,20,78,7.17
2024-W24,1023,513,1014,343.22,25,101,7.83
2024-W24,1024,513,2701,264.2,0,108,4.39
2024-W24,1025,513,1715,216.65,0,116,3.6
2024-W24,1026,513,2475,131.64,0,99,1.39
2024-W24,1027,513,1762,378.12,0,70,3.43
2024-W24,1028,513,2170,298.11,0,86,3.11
2024-W24,1029,513,1661,374.0,0,66,1.55
2024-W24,1030,513,1487,144.17,0,89,2.6
2024-W24,1031,513,2376,363.9,0,104,1.7
2024-W24,1032,513,4090,336.68,15,278,3.76
2024-W24,1033,513,2080,158.44,0,108,3.76
2024-W24,1034,513,2122,267.25,0,127,2.78
2024-W24,1035,513,2230,356.4,0,89,3.87
2024-W24,1036,513,1183,511.89,15,29,4.32
2024-W24,1037,513,675,553.01,0,16,7.28
2024-W24,1038,513,1178,684.75,0,29,4.58
2024-W24,1039,513,1222,633.29,0,30,7.59
2024-W24,1040,513,994,790.89,0,24,1.47
2024-W24,1041,513,1077,311.36,0,26,3.21
2024-W24,1042,513,1140,445.17,0,28,4.09
2024-W24,1043,513,1026,378.43,0,25,0.53
2024-W24,1044,513,1320,618.2,0,33,1.09
2024-W24,1045,513,439,437.52,0,10,4.65
2024-W24,1046,513,685,330.63,0,17,4.63
2024-W24,1047,513,961,312.64,0,24,7.95
2024-W24,1000,514,1260,483.91,0,186,2.5
2024-W24,1001,514,1386,713.81,0,207,1.85
2024-W24,1002,514,1422,293.57,5,213,2.57
2024-W24,1003,514,1274,386.73,0,188,3.47
2024-W24,1004,514,1531,679.7,5,226,2.79
2024-W24,1005,514,1189,329.93,0,175,1.78
2024-W24,1006,514,845,503.24,0,126,2.14
2024-W24,1007,514,841,553.06,5,117,3.28
2024-W24,1008,514,886,774.97,0,131,1.26
2024-W24,1009,514,1219,762.45,0,182,3.71
2024-W24,1010,514,1248,234.99,0,174,3.9
2024-W24,1011,514,831,488.44,0,124,3.81
2024-W24,1012,514,508,341.07,0,53,10.77
2024-W24,1013,514,467,134.13,0,39,5.25
2024-W24,1014,514,599,287.39,25,62,5.43
2024-W24,1015,514,491,112.35,0,44,11.6
2024-W24,1016,514,786,210.59,0,70,3.35
2024-W24,1017,514,664,232.55,10,59,6.4
2024-W24,1018,514,814,149.85,0,77,7.6
2024-W24,1019,514,516,331.45,20,49,5.51
2024-W24,1020,514,287,226.13,0,24,5.55
2024-W24,1021,514,751,355.26,10,75,9.29
2024-W24,1022,514,707,399.63,0,74,11.61
2024-W24,1023,514,694,390.97,0,69,4.31
2024-W24,1024,514,1832,220.31,20,73,2.95
2024-W24,1025,514,2523,327.55,0,171,3.03
2024-W24,1026,514,1892,370.45,0,75,4.58
2024-W24,1027,514,1124,331.34,0,44,4.35
2024-W24,1028,514,1404,138.09,0,56,4.17
2024-W24,1029,514,2247,171.75,0,89,1.32
2024-W24,1030,514,2583,149.39,0,154,3.35
2024-W24,1031,514,1047,181.1,0,46,0.85
2024-W24,1032,514,2471,113.89,0,168,1.54
2024-W24,1033,514,1412,362.93,0,73,4.1
2024-W24,1034,514,2153,153.78,0,129,2.17
2024-W24,1035,514,2499,128.87,0,99,2.26
2024-W24,1036,514,472,534.13,0,11,1.86
2024-W24,1037,514,1124,512.93,0,28,7.03
2024-W24,1038,514,645,609.94,0,16,5.38
2024-W24,1039,514,1129,524.11,0,28,6.81
2024-W24,1040,514,1117,420.01,0,27,7.12
2024-W24,1041,514,1122,667.04,15,28,3.21
2024-W24,1042,514,933,498.75,0,23,4.22
2024-W24,1043,514,698,303.52,0,17,6.95
2024-W24,1044,514,607,655.87,0,15,1.47
2024-W24,1045,514,815,345.95,0,20,0.65
2024-W24,1046,514,886,343.79,0,22,5.87
2024-W24,1047,514,1198,343.86,0,29,2.16
2024-W25,1000,500,2961,790.54,5,438,1.09
2024-W25,1001,500,3049,382.82,0,457,2.18
2024-W25,1002,500,3823,713.96,5,573,3.68
2024-W25,1003,500,3815,685.08,0,564,1.97
2024-W25,1004,500,2112,204.45,0,312,3.07
2024-W25,1005,500,5290,782.72,0,782,3.31
2024-W25,1006,500,2032,477.06,10,304,1.3
2024-W25,1007,500,3676,258.61,20,514,1.58
2024-W25,1008,500,2071,475.29,0,306,1.53
2024-W25,1009,500,2329,363.07,0,349,2.5
2024-W25,1010,500,3497,548.43,0,489,1.44
2024-W25,1011,500,4156,556.6,0,623,2.35
2024-W25,1012,500,1029,204.96,0,108,5.79
2024-W25,1013,500,1226,103.22,0,104,10.02
2024-W25,1014,500,2622,303.75,25,275,5.58
2024-W25,1015,500,1862,281.26,0,167,4.85
2024-W25,1016,500,1072,362.88,0,96,8.01
2024-W25,1017,500,1309,286.36,0,117,4.7
2024-W25,1018,500,1682,153.41,0,159,7.56
2024-W25,1019,500,2088,135.52,0,198,3.18
2024-W25,1020,500,1869,336.59,15,158,2.56
2024-W25,1021,500,709,247.27,0,70,6.58
2024-W25,1022,500,1786,149.54,0,187,11.68
2024-W25,1023,500,2101,297.55,0,210,6.99
2024-W25,1024,500,2172,128.14,0,86,3.15
2024-W25,1025,500,3015,362.8,5,205,3.67
2024-W25,1026,500,4437,109.84,0,177,2.34
2024-W25,1027,500,3091,311.9,0,123,3.13
2024-W25,1028,500,3119,135.48,0,124,2.7
2024-W25,1029,500,4682,333.92,0,187,1.29
2024-W25,1030,500,7010,320.4,0,420,4.49
2024-W25,1031,500,5713,345.52,0,251,2.77
2024-W25,1032,500,5673,228.09,0,385,4.26
2024-W25,1033,500,4834,286.1,0,251,1.1
2024-W25,1034,500,6846,188.13,0,410,0.94
2024-W25,1035,500,3748,367.13,0,149,3.74
2024-W25,1036,500,4541,427.62,25,113,4.35
2024-W25,1037,500,2090,538.09,0,52,2.24
2024-W25,1038,500,1171,283.9,0,29,1.49
2024-W25,1039,500,1798,421.17,0,44,7.04
2024-W25,1040,500,1911,452.69,0,47,4.79
2024-W25,1041,500,1675,787.06,0,41,5.78
2024-W25,1042,500,2050,242.09,0,51,7.12
2024-W25,1043,500,1559,442.48,0,38,5.56
2024-W25,1044,500,2285,701.5,0,57,6.86
2024-W25,1045,500,2730,457.13,0,68,3.44
2024-W25,1046,500,1554,752.55,0,38,3.85
2024-W25,1047,500,1798,792.07,0,44,0.72
2024-W25,1000,501,2022,634.93,20,299,2.22
2024-W25,1001,501,1564,272.85,0,234,1.65
2024-W25,1002,501,1222,745.76,0,183,3.12
2024-W25,1003,501,2608,467.57,10,385,1.53
2024-W25,1004,501,1146,207.38,0,169,2.1
2024-W25,1005,501,1181,757.9,0,174,1.81
2024-W25,1006,501,2166,700.97,20,324,0.81
2024-W25,1007,501,1699,281.92,0,237,2.23
2024-W25,1008,501,2278,400.09,0,337,3.94
2024-W25,1009,501,1580,576.38,0,237,3.14
2024-W25,1010,501,1322,397.1,0,185,3.13
2024-W25,1011,501,1701,748.61,0,255,1.9
2024-W25,1012,501,415,303.4,0,43,6.78
2024-W25,1013,501,495,291.35,0,42,5.79
2024-W25,1014,501,1165,249.34,0,122,5.83
2024-W25,1015,501,1116,383.44,15,100,5.77
2024-W25,1016,501,603,160.24,5,54,7.88
2024-W25,1017,501,729,125.63,0,65,5.35
2024-W25,1018,501,791,321.09,0,75,10.33
2024-W25,1019,501,955,190.05,0,90,11.28
2024-W25,1020,501,608,232.4,0,51,6.52
2024-W25,1021,501,1101,190.11,15,110,7.81
2024-W25,1022,501,667,208.03,0,70,4.59
2024-W25,1023,501,699,252.03,0,69,7.79
2024-W25,1024,501,1965,187.35,0,78,2.41
2024-W25,1025,501,1524,366.64,0,103,1.89
2024-W25,1026,501,1843,108.65,0,73,4.17
2024-W25,1027,501,1311,138.07,0,52,2.68
2024-W25,1028,501,1222,181.27,0,48,3.02
2024-W25,1029,501,3766,395.13,25,150,2.07
2024-W25,1030,501,2262,321.45,0,135,3.95
2024-W25,1031,501,1607,208.69,0,70,3.43
2024-W25,1032,501,2552,180.63,15,173,3.9
2024-W25,1033,501,3113,284.39,0,161,4.06
2024-W25,1034,501,2050,156.62,0,123,3.53
2024-W25,1035,501,2132,198.14,0,85,3.33
2024-W25,1036,501,849,326.87,0,21,7.44
2024-W25,1037,501,844,307.44,0,21,0.84
2024-W25,1038,501,762,299.46,0,19,4.33
2024-W25,1039,501,2098,517.94,20,52,1.83
2024-W25,1040,501,834,616.61,0,20,5.13
2024-W25,1041,501,1260,645.94,0,31,2.76
2024-W25,1042,501,1079,616.16,0,26,7.56
2024-W25,1043,501,1397,595.15,0,34,3.22
2024-W25,1044,501,929,629.82,20,23,4.55
2024-W25,1045,501,1255,435.0,0,31,1.12
2024-W25,1046,501,1078,535.41,0,26,5.12
2024-W25,1047,501,1630,468.56,20,40,5.14
2024-W25,1000,502,2087,337.42,15,308,0.93
2024-W25,1001,502,2490,342.68,25,373,2.5
2024-W25,1002,502,874,280.57,5,131,1.34
2024-W25,1003,502,806,468.24,0,119,2.29
2024-W25,1004,502,1163,547.42,0,172,3.4
2024-W25,1005,502,1245,494.89,0,184,1.43
2024-W25,1006,502,970,281.91,0,145,1.75
2024-W25,1007,502,2937,768.35,20,411,0.92
2024-W25,1008,502,917,771.37,0,135,1.07
2024-W25,1009,502,1582,604.33,10,237,2.75
2024-W25,1010,502,951,792.7,0,133,1.54
2024-W25,1011,502,1528,424.42,0,229,3.73
2024-W25,1012,502,900,307.8,0,94,7.28
2024-W25,1013,502,774,157.31,0,65,3.61
2024-W25,1014,502,663,349.99,0,69,10.54
2024-W25,1015,502,575,381.28,10,51,3.06
2024-W25,1016,502,698,122.0,0,62,5.71
2024-W25,1017,502,590,186.0,0,53,3.75
2024-W25,1018,502,1020,238.67,0,96,10.89
2024-W25,1019,502,366,255.67,0,34,8.97
2024-W25,1020,502,805,291.18,0,68,11.6
2024-W25,1021,502,770,210.63,0,77,5.45
2024-W25,1022,502,639,204.45,0,67,9.74
2024-W25,1023,502,515,213.9,10,51,10.03
2024-W25,1024,502,2122,236.22,0,84,1.67
2024-W25,1025,502,2468,296.83,25,167,3.35
2024-W25,1026,502,1783,181.87,10,71,1.44
2024-W25,1027,502,1282,288.49,0,51,3.58
2024-W25,1028,502,1899,173.17,0,75,2.12
2024-W25,1029,502,1977,309.29,0,79,1.19
2024-W25,1030,502,2421,169.98,0,145,4.63
2024-W25,1031,502,1292,163.63,0,56,1.36
2024-W25,1032,502,2866,270.36,0,194,4.7
2024-W25,1033,502,3268,351.52,20,169,3.27
2024-W25,1034,502,1427,160.48,0,85,3.25
2024-W25,1035,502,1117,333.43,0,44,1.65
2024-W25,1036,502,985,541.54,0,24,4.26
2024-W25,1037,502,917,545.84,0,22,1.44
